Phylum,Genus
Bacteroidetes,Prevotellamassilia
Bacteroidetes,Pricia
Bacteroidetes,Prolixibacter
Bacteroidetes,Proteiniphilum
Bacteroidetes,Pseudarcicella
Bacteroidetes,Pseudobacter
Bacteroidetes,Pseudobizionia
Bacteroidetes,Pseudoflavitalea
Bacteroidetes,Pseudofulvibacter
Bacteroidetes,Pseudopedobacter
Bacteroidetes,Pseudosphingobacterium
Bacteroidetes,Pseudotenacibaculum
Bacteroidetes,Pseudozobellia
Bacteroidetes,Psychroflexus
Bacteroidetes,Psychroserpens
Bacteroidetes,Puia
Bacteroidetes,Pustulibacterium
Bacteroidetes,Raineya
Bacteroidetes,Rapidithrix
Bacteroidetes,Ravibacter
Bacteroidetes,Reichenbachia
Bacteroidetes,Reichenbachiella
Bacteroidetes,Rhabdobacter
Bacteroidetes,Rhodocytophaga
Bacteroidetes,Rhodonellum
Bacteroidetes,Rhodothermus
Bacteroidetes,Riemerella
Bacteroidetes,Rikenella
Bacteroidetes,Robertkochia
Bacteroidetes,Robiginitalea
Bacteroidetes,Roseimarinus
Bacteroidetes,Roseivirga
Bacteroidetes,Rubidimonas
Bacteroidetes,Rudanella
Bacteroidetes,Rufibacter
Bacteroidetes,Ruminofilibacter
Bacteroidetes,Runella
Bacteroidetes,Rurimicrobium
Bacteroidetes,Sabulilitoribacter
Bacteroidetes,Saccharicrinis
Bacteroidetes,Salegentibacter
Bacteroidetes,Salibacter
Bacteroidetes,Salinibacter
Bacteroidetes,Salinimicrobium
Bacteroidetes,Salinirepens
Bacteroidetes,Salinivirga
Bacteroidetes,Salisaeta
Bacteroidetes,Sandarakinotalea
Bacteroidetes,Sanguibacteroides
Bacteroidetes,Saonia
Bacteroidetes,Saprospira
Bacteroidetes,Schleiferia
Bacteroidetes,Sediminibacter
Bacteroidetes,Sediminibacterium
Bacteroidetes,Sediminicola
Bacteroidetes,Sediminitalea
Bacteroidetes,Sediminitomix
Bacteroidetes,Segetibacter
Bacteroidetes,Sejongia
Bacteroidetes,Seonamhaeicola
Bacteroidetes,Shivajiella
Bacteroidetes,Siansivirga
Bacteroidetes,Siccationidurans
Bacteroidetes,Sinomicrobium
Bacteroidetes,Siphonobacter
Bacteroidetes,Snuella
Bacteroidetes,Solirubrum
Bacteroidetes,Solitalea
Bacteroidetes,Soonwooa
Bacteroidetes,Sphingobacterium
Bacteroidetes,Sphingoterrabacterium
Bacteroidetes,Spirosoma
Bacteroidetes,Spongiibacterium
Bacteroidetes,Spongiiferula
Bacteroidetes,Spongiimicrobium
Bacteroidetes,Spongiimonas
Bacteroidetes,Spongiivirga
Bacteroidetes,Spongitalea
Bacteroidetes,Sporocytophaga
Bacteroidetes,Stanierella
Bacteroidetes,Stenothermobacter
Bacteroidetes,Subsaxibacter
Bacteroidetes,Subsaximicrobium
Bacteroidetes,Sufflavibacter
Bacteroidetes,Sulcia
Bacteroidetes,Sungkyunkwania
Bacteroidetes,Sunxiuqinia
Bacteroidetes,Symbiothrix
Bacteroidetes,Taeania
Bacteroidetes,Taeseokella
Bacteroidetes,Taibaiella
Bacteroidetes,Tamlana
Bacteroidetes,Tangfeifania
Bacteroidetes,Tannerella
Bacteroidetes,Telluribacter
Bacteroidetes,Tenacibaculum
Bacteroidetes,Terrimonas
Bacteroidetes,Thermoflavifilum
Bacteroidetes,Thermoflexibacter
Bacteroidetes,Thermonema
Bacteroidetes,Thermophagus
Bacteroidetes,Tidjanibacter
Bacteroidetes,Toxothrix
Bacteroidetes,Tunicatimonas
Bacteroidetes,Ulvibacter
Bacteroidetes,Vaginella
Bacteroidetes,Venteria
Bacteroidetes,Vestibaculum
Bacteroidetes,Vibrionimonas
Bacteroidetes,Vicingus
Bacteroidetes,Vitellibacter
Bacteroidetes,Walczuchella
Bacteroidetes,Wandonia
Bacteroidetes,Wangia
Bacteroidetes,Wautersiella
Bacteroidetes,Weeksella
Bacteroidetes,Wenyingzhuangia
Bacteroidetes,Williamwhitmania
Bacteroidetes,Winogradskyella
Bacteroidetes,Xanthobacillum
Bacteroidetes,Xanthomarina
Bacteroidetes,Xylanibacter
Bacteroidetes,Yeosuana
Bacteroidetes,Zeaxanthinibacter
Bacteroidetes,Zhouia
Bacteroidetes,Zobellia
Bacteroidetes,Zunongwangia
,Bactoderma
Balneolaeota,
Balneolaeota,Aliifodinibius
Balneolaeota,Balneola
Balneolaeota,Fodinibius
Balneolaeota,Gracilimonas
Balneolaeota,Rhodohalobacter
Balneolaeota,Soortia
Beckwithbacteria,
Berkelbacteria,
Blackburnbacteria,
Brennerbacteria,
Buchananbacteria,
Caldiserica,
Caldiserica,Caldisericum
Calditrichaeota,
Calditrichaeota,Caldithrix
Calditrichaeota,Calorithrix
Calescamantes,
Calescamantes,Calescibacterium
Campbellbacteria,
candidate division AD3,
candidate division CPR1,
candidate division CPR2,
candidate division CPR3,
candidate division FCPU426,
candidate division GAL15,
candidate division JL-ETNP-Z39,
candidate division KD3-62,
candidate division NC10,
candidate division NC10,Methylomirabilis
candidate division WOR-3,
candidate division WPS-1,
candidate division WPS-2,
candidate division WWE3,
candidate division Zixibacteria,
Chisholmbacteria,
Chlamydiae,
Chlamydiae,Actinochlamydia
Chlamydiae,Amphibiichlamydia
Chlamydiae,Chlamydia
Chlamydiae,Clavichlamydia
Chlamydiae,Criblamydia
Chlamydiae,Estrella
Chlamydiae,Fritschea
Chlamydiae,Metachlamydia
Chlamydiae,Neochlamydia
Chlamydiae,Neptunochlamydia
Chlamydiae,Parachlamydia
Chlamydiae,Parilichlamydia
Chlamydiae,Piscichlamydia
Chlamydiae,Protochlamydia
Chlamydiae,Renichlamydia
Chlamydiae,Rhabdochlamydia
Chlamydiae,Rubidus
Chlamydiae,Similichlamydia
Chlamydiae,Simkania
Chlamydiae,Syngnamydia
Chlamydiae,Waddlia
Chlorobi,
Chlorobi,Ancalochloris
Chlorobi,Chlorobaculum
Chlorobi,Chlorobium
Chlorobi,Chloroherpeton
Chlorobi,Clathrochloris
Chlorobi,Pelodictyon
Chlorobi,Prosthecochloris
Chlorobi,Thermochlorobacter
,Chlorochromatium
Chloroflexi,
Chloroflexi,Anaerolinea
Chloroflexi,Ardenticatena
Chloroflexi,Bellilinea
Chloroflexi,Brevefilum
Chloroflexi,Caldilinea
Chloroflexi,Chloranaerofilum
Chloroflexi,Chloroflexus
Chloroflexi,Chloronema
Chloroflexi,Chloroploca
Chloroflexi,Chlorothrix
Chloroflexi,Dehalobium
Chloroflexi,Dehalococcoides
Chloroflexi,Dehalogenimonas
Chloroflexi,Dictyobacter
Chloroflexi,Flexilinea
Chloroflexi,Heliothrix
Chloroflexi,Herpetosiphon
Chloroflexi,Kallotenue
Chloroflexi,Kouleothrix
Chloroflexi,Ktedonobacter
Chloroflexi,Leptolinea
Chloroflexi,Levilinea
Chloroflexi,Litorilinea
Chloroflexi,Longilinea
Chloroflexi,Nitrolancea
Chloroflexi,Ornatilinea
Chloroflexi,Oscillochloris
Chloroflexi,Pelolinea
Chloroflexi,Promineofilum
Chloroflexi,Roseiflexus
Chloroflexi,Roseilinea
Chloroflexi,Sphaerobacter
Chloroflexi,Thermanaerothrix
Chloroflexi,Thermoflexus
Chloroflexi,Thermogemmatispora
Chloroflexi,Thermomarinilinea
Chloroflexi,Thermomicrobium
Chloroflexi,Thermorudis
Chloroflexi,Thermosporothrix
Chrysiogenetes,
Chrysiogenetes,Chrysiogenes
Chrysiogenetes,Desulfurispira
Chrysiogenetes,Desulfurispirillum
Cloacimonetes,
Cloacimonetes,Cloacimonas
Coatesbacteria,
Collierbacteria,
Colwellbacteria,
Coprothermobacterota,
Coprothermobacterota,Coprothermobacter
Curtissbacteria,
Cyanobacteria,
Cyanobacteria,Acaryochloris
Cyanobacteria,Aerosakkonema
Cyanobacteria,Aetokthonos
Cyanobacteria,Aliinostoc
Cyanobacteria,Aliterella
Cyanobacteria,Alkalinema
Cyanobacteria,Amazoninema
Cyanobacteria,Ammassolinea
Cyanobacteria,Anabaena
Cyanobacteria,Anabaenopsis
Cyanobacteria,Anagnostidinema
Cyanobacteria,Anathece
Cyanobacteria,Ancylothrix
Cyanobacteria,Annamia
Cyanobacteria,Aphanizomenon
Cyanobacteria,Aphanocapsa
Cyanobacteria,Aphanothece
Cyanobacteria,Arthronema
Cyanobacteria,Arthrospira
Cyanobacteria,Atelocyanobacterium
Cyanobacteria,Aulosira
Cyanobacteria,Blennothrix
Cyanobacteria,Brasilonema
Cyanobacteria,Caldora
Cyanobacteria,Calenema
Cyanobacteria,Calochaete
Cyanobacteria,Calothrix
Cyanobacteria,Camptylonemopsis
Cyanobacteria,Capsosira
Cyanobacteria,Cephalothrix
Cyanobacteria,Chakia
Cyanobacteria,Chalicogloea
Cyanobacteria,Chamaesiphon
Cyanobacteria,Chamaethrix
Cyanobacteria,Chlorogloea
Cyanobacteria,Chlorogloeopsis
Cyanobacteria,Chondrocystis
Cyanobacteria,Chroococcidiopsis
Cyanobacteria,Chroococcopsis
Cyanobacteria,Chroococcus
Cyanobacteria,Chroogloeocystis
Cyanobacteria,Chrysosporum
Cyanobacteria,Coelomoron
Cyanobacteria,Coelosphaerium
Cyanobacteria,Coleodesmium
Cyanobacteria,Coleofasciculus
Cyanobacteria,Crinalium
Cyanobacteria,Crocosphaera
Cyanobacteria,Cronbergia
Cyanobacteria,Cuspidothrix
Cyanobacteria,Cyanoarbor
Cyanobacteria,Cyanobacterium
Cyanobacteria,Cyanobium
Cyanobacteria,Cyanocohniella
Cyanobacteria,Cyanocystis
Cyanobacteria,Cyanodictyon
Cyanobacteria,Cyanomargarita
Cyanobacteria,Cyanosarcina
Cyanobacteria,Cyanospira
Cyanobacteria,Cyanothece
Cyanobacteria,Cylindrospermopsis
Cyanobacteria,Cylindrospermum
Cyanobacteria,Dactylococcopsis
Cyanobacteria,Dapisostemon
Cyanobacteria,Dermocarpella
Cyanobacteria,Desertifilum
Cyanobacteria,Desmonostoc
Cyanobacteria,Dichothrix
Cyanobacteria,Dolichospermum
Cyanobacteria,Elainella
Cyanobacteria,Eucapsis
Cyanobacteria,Euhalothece
Cyanobacteria,Ewamiania
Cyanobacteria,Fischerella
Cyanobacteria,Foliisarcina
Cyanobacteria,Fortiea
Cyanobacteria,Geitleria
Cyanobacteria,Geitleribactron
Cyanobacteria,Geitlerinema
Cyanobacteria,Geminobacterium
Cyanobacteria,Geminocystis
Cyanobacteria,Gloeobacter
Cyanobacteria,Gloeocapsa
Cyanobacteria,Gloeocapsopsis
Cyanobacteria,Gloeomargarita
Cyanobacteria,Gloeothece
Cyanobacteria,Gloeotrichia
Cyanobacteria,Godleya
Cyanobacteria,Goleter
Cyanobacteria,Gomphosphaeria
Cyanobacteria,Haloleptolyngbya
Cyanobacteria,Halomicronema
Cyanobacteria,Halospirulina
Cyanobacteria,Halothece
Cyanobacteria,Halotia
Cyanobacteria,Hapalosiphon
Cyanobacteria,Hassallia
Cyanobacteria,Heteroleibleinia
Cyanobacteria,Hormoscilla
Cyanobacteria,Hyalidium
Cyanobacteria,Hydrococcus
Cyanobacteria,Hydrocoleum
Cyanobacteria,Hydrocoryne
Cyanobacteria,Hyella
Cyanobacteria,Iningainema
Cyanobacteria,Iphinoe
Cyanobacteria,Jaaginema
Cyanobacteria,Jacksonvillea
Cyanobacteria,Johannesbaptistia
Cyanobacteria,Johansenia
Cyanobacteria,Kamptonema
Cyanobacteria,Kastovskya
Cyanobacteria,Katagnymene
Cyanobacteria,Koinonema
Cyanobacteria,Komarekiella
Cyanobacteria,Komvophoron
Cyanobacteria,Kovacikia
Cyanobacteria,Kryptousia
Cyanobacteria,Kyrtuthrix
Cyanobacteria,Leptolyngbya
Cyanobacteria,Limnococcus
Cyanobacteria,Limnolyngbya
Cyanobacteria,Limnoraphis
Cyanobacteria,Limnothrix
Cyanobacteria,Loriellopsis
Cyanobacteria,Lusitaniella
Cyanobacteria,Lyngbya
Cyanobacteria,Macrochaete
Cyanobacteria,Mastigocladopsis
Cyanobacteria,Mastigocladus
Cyanobacteria,Mastigocoleus
Cyanobacteria,Merismopedia
Cyanobacteria,Microchaete
Cyanobacteria,Microcoleus
Cyanobacteria,Microcystis
Cyanobacteria,Microseira
Cyanobacteria,Mojavia
Cyanobacteria,Moorea
Cyanobacteria,Myxosarcina
Cyanobacteria,Neolyngbya
Cyanobacteria,Neosynechococcus
Cyanobacteria,Nodosilinea
Cyanobacteria,Nodularia
Cyanobacteria,Nostoc
Cyanobacteria,Nostochopsis
Cyanobacteria,Nunduva
Cyanobacteria,Oculatella
Cyanobacteria,Okeania
Cyanobacteria,Onodrimia
Cyanobacteria,Oscillatoria
Cyanobacteria,Oxynema
Cyanobacteria,Pannus
Cyanobacteria,Pantanalinema
Cyanobacteria,Pelatocladus
Cyanobacteria,Petalonema
Cyanobacteria,Phormidesmis
Cyanobacteria,Phormidium
Cyanobacteria,Phyllonema
Cyanobacteria,Pinocchia
Cyanobacteria,Placoma
Cyanobacteria,Planktolyngbya
Cyanobacteria,Planktothricoides
Cyanobacteria,Planktothrix
Cyanobacteria,Plectolyngbya
Cyanobacteria,Plectonema
Cyanobacteria,Pleurinema
Cyanobacteria,Pleurocapsa
Cyanobacteria,Porphyrosiphon
Cyanobacteria,Potamolinea
Cyanobacteria,Prochlorococcus
Cyanobacteria,Prochloron
Cyanobacteria,Prochlorothrix
Cyanobacteria,Protolyngbya
Cyanobacteria,Pseudanabaena
Cyanobacteria,Pseudocapsa
Cyanobacteria,Pseudophormidium
Cyanobacteria,Pseudoscillatoria
Cyanobacteria,Pseudoscytonema
Cyanobacteria,Radiocystis
Cyanobacteria,Raphidiopsis
Cyanobacteria,Rexia
Cyanobacteria,Rhabdoderma
Cyanobacteria,Rhizonema
Cyanobacteria,Richelia
Cyanobacteria,Rivularia
Cyanobacteria,Roholtiella
Cyanobacteria,Romeria
Cyanobacteria,Roseofilum
Cyanobacteria,Rubidibacter
Cyanobacteria,Schizothrix
Cyanobacteria,Schmidleinema
Cyanobacteria,Scytolyngbya
Cyanobacteria,Scytonema
Cyanobacteria,Scytonematopsis
Cyanobacteria,Snowella
Cyanobacteria,Solentia
Cyanobacteria,Spelaeonaias
Cyanobacteria,Sphaerocavum
Cyanobacteria,Sphaerospermopsis
Cyanobacteria,Spirirestis
Cyanobacteria,Spirulina
Cyanobacteria,Stanieria
Cyanobacteria,Starria
Cyanobacteria,Stenomitos
Cyanobacteria,Stigonema
Cyanobacteria,Streptostemon
Cyanobacteria,Symphyonema
Cyanobacteria,Symphyonemopsis
Cyanobacteria,Symploca
Cyanobacteria,Symplocastrum
Cyanobacteria,Synechococcus
Cyanobacteria,Synechocystis
Cyanobacteria,Tapinothrix
Cyanobacteria,Thermosynechococcus
Cyanobacteria,Timaviella
Cyanobacteria,Tolypothrix
Cyanobacteria,Toxifilum
Cyanobacteria,Toxopsis
Cyanobacteria,Trichocoleus
Cyanobacteria,Trichodesmium
Cyanobacteria,Trichormus
Cyanobacteria,Tychonema
Cyanobacteria,Umezakia
Cyanobacteria,Vulcanococcus
Cyanobacteria,Westiella
Cyanobacteria,Westiellopsis
Cyanobacteria,Wilmottia
Cyanobacteria,Wollea
Cyanobacteria,Woronichinia
Cyanobacteria,Xenococcus
Dadabacteria,
Daviesbacteria,
Deferribacteres,
Deferribacteres,Calditerrivibrio
Deferribacteres,Deferribacter
Deferribacteres,Denitrovibrio
Deferribacteres,Flexistipes
Deferribacteres,Geovibrio
Deferribacteres,Mucispirillum
Deferribacteres,Petrothermobacter
Deferribacteres,Seleniivibrio
Deinococcus-Thermus,
Deinococcus-Thermus,Deinobacterium
Deinococcus-Thermus,Deinococcus
Deinococcus-Thermus,Marinithermus
Deinococcus-Thermus,Meiothermus
Deinococcus-Thermus,Oceanithermus
Deinococcus-Thermus,Rhabdothermus
Deinococcus-Thermus,Thermus
Deinococcus-Thermus,Truepera
Deinococcus-Thermus,Vulcanithermus
,Deinonema
Delongbacteria,
Desantisbacteria,
Dictyoglomi,
Dictyoglomi,Dictyoglomus
Doudnabacteria,
Edwardsbacteria,
Eisenbacteria,
Elusimicrobia,
Elusimicrobia,Elusimicrobium
Elusimicrobia,Endomicrobium
,Ensifers
Falkowbacteria,
Fermentibacteria,
Fermentibacteria,Fermentibacter
Fermentibacteria,Sabulitectum
Fervidibacteria,
Fervidibacteria,Fervidibacter
Fibrobacteres,
Fibrobacteres,Chitinispirillum
Fibrobacteres,Chitinivibrio
Fibrobacteres,Fibrobacter
Fibrobacteres,Fibromonas
Firestonebacteria,
Firmicutes,
Firmicutes,Abiotrophia
Firmicutes,Absiella
Firmicutes,Abyssicoccus
Firmicutes,Abyssisolibacter
Firmicutes,Abyssivirga
Firmicutes,Acetanaerobacterium
Firmicutes,Acetatifactor
Firmicutes,Acetitomaculum
Firmicutes,Acetivibrio
Firmicutes,Acetoanaerobium
Firmicutes,Acetobacterium
Firmicutes,Acetohalobium
Firmicutes,Acetonema
Firmicutes,Acidaminobacter
Firmicutes,Acidaminococcus
Firmicutes,Acidibacillus
Firmicutes,Acutalibacter
Firmicutes,Aeribacillus
Firmicutes,Aerococcus
Firmicutes,Aerosphaera
Firmicutes,Agathobacter
Firmicutes,Agathobaculum
Firmicutes,Agitococcus
Firmicutes,Aidingibacillus
Firmicutes,Alicyclobacillus
Firmicutes,Aliibacillus
Firmicutes,Aliicoccus
Firmicutes,Alkalibacillus
Firmicutes,Alkalibacter
Firmicutes,Alkalibacterium
Firmicutes,Alkalibaculum
Firmicutes,Alkalicoccus
Firmicutes,Alkalilactibacillus
Firmicutes,Alkaliphilus
Firmicutes,Allisonella
Firmicutes,Allobacillus
Firmicutes,Allobaculum
Firmicutes,Allofustis
Firmicutes,Alloiococcus
Firmicutes,Alteribacillus
Firmicutes,Aminicella
Firmicutes,Aminipila
Firmicutes,Aminocella
Firmicutes,Ammonifex
Firmicutes,Ammoniibacillus
Firmicutes,Ammoniphilus
Firmicutes,Amphibacillus
Firmicutes,Amylobacillus
Firmicutes,Anaeroarcus
Firmicutes,Anaerobacillus
Firmicutes,Anaerobacterium
Firmicutes,Anaerobium
Firmicutes,Anaerobranca
Firmicutes,Anaerobutyricum
Firmicutes,Anaerocellum
Firmicutes,Anaerococcus
Firmicutes,Anaerocolumna
Firmicutes,Anaerofilum
Firmicutes,Anaerofustis
Firmicutes,Anaeroglobus
Firmicutes,Anaeromassilibacillus
Firmicutes,Anaeromicrobium
Firmicutes,Anaeromusa
Firmicutes,Anaerosalibacter
Firmicutes,Anaerosinus
Firmicutes,Anaerosolibacter
Firmicutes,Anaerosphaera
Firmicutes,Anaerospora
Firmicutes,Anaerosporobacter
Firmicutes,Anaerosporomusa
Firmicutes,Anaerostipes
Firmicutes,Anaerotaenia
Firmicutes,Anaerotignum
Firmicutes,Anaerotruncus
Firmicutes,Anaerovibrio
Firmicutes,Anaerovirgula
Firmicutes,Anaerovorax
Firmicutes,Andreesenia
Firmicutes,Aneurinibacillus
Firmicutes,Angelakisella
Firmicutes,Anoxybacillus
Firmicutes,Anoxybacter
Firmicutes,Anoxynatronum
Firmicutes,Aquibacillus
Firmicutes,Aquisalibacillus
Firmicutes,Arthromitus
Firmicutes,Asaccharospora
Firmicutes,Atopobacter
Firmicutes,Atopococcus
Firmicutes,Atopostipes
Firmicutes,Aureibacillus
Firmicutes,Auricoccus
Firmicutes,Bacilliculturomica
Firmicutes,Bacillus
Firmicutes,Baia
Firmicutes,Bariatricus
Firmicutes,Bavariicoccus
Firmicutes,Beduini
Firmicutes,Beduinibacterium
Firmicutes,Bhargavaea
Firmicutes,Bittarella
Firmicutes,Blautia
Firmicutes,Brassicibacter
Firmicutes,Brevibacillus
Firmicutes,Breznakia
Firmicutes,Brochothrix
Firmicutes,Brockia
Firmicutes,Bryantella
Firmicutes,Bulleidia
Firmicutes,Butyricicoccus
Firmicutes,Butyrivibrio
Firmicutes,Caecibacter
Firmicutes,Caecibacterium
Firmicutes,Caenibacillus
Firmicutes,Calculibacillus
Firmicutes,Caldalkalibacillus
Firmicutes,Caldanaerobacter
Firmicutes,Caldanaerobius
Firmicutes,Caldanaerocella
Firmicutes,Caldanaerovirga
Firmicutes,Calderihabitans
Firmicutes,Caldibacillus
Firmicutes,Caldicellulosiruptor
Firmicutes,Caldicoprobacter
Firmicutes,Caldinitratiruptor
Firmicutes,Caldisalinibacter
Firmicutes,Calditerricola
Firmicutes,Caloramator
Firmicutes,Caloranaerobacter
Firmicutes,Caloribacterium
Firmicutes,Camelliibacillus
Firmicutes,Caminicella
Firmicutes,Caproiciproducens
Firmicutes,Carbobacillus
Firmicutes,Carboxydobrachium
Firmicutes,Carboxydocella
Firmicutes,Carboxydothermus
Firmicutes,Carnobacterium
Firmicutes,Carnococcus
Firmicutes,Caryophanon
Firmicutes,Casaltella
Firmicutes,Catabacter
Firmicutes,Catellicoccus
Firmicutes,Catenibacillus
Firmicutes,Catenibacterium
Firmicutes,Catenisphaera
Firmicutes,Catonella
Firmicutes,Cellulosibacter
Firmicutes,Cellulosilyticum
Firmicutes,Centipeda
Firmicutes,Cerasibacillus
Firmicutes,Chengkuizengella
Firmicutes,Christensenella
Firmicutes,Chryseomicrobium
Firmicutes,Chungangia
Firmicutes,Clostridiisalibacter
Firmicutes,Clostridioides
Firmicutes,Clostridium
Firmicutes,Cohnella
Firmicutes,Colibacter
Firmicutes,Colidextribacter
Firmicutes,Compostibacillus
Firmicutes,Congobacterium
Firmicutes,Contubernalis
Firmicutes,Convivina
Firmicutes,Coprobacillus
Firmicutes,Coprococcus
Firmicutes,Corticicoccus
Firmicutes,Crassaminicella
Firmicutes,Criibacterium
Firmicutes,Croceifilum
Firmicutes,Crocinobacterium
Firmicutes,Cryptanaerobacter
Firmicutes,Cuneatibacter
Firmicutes,Defluviitalea
Firmicutes,Dehalobacter
Firmicutes,Dehalobacterium
Firmicutes,Dendrosporobacter
Firmicutes,Desemzia
Firmicutes,Desertibacillus
Firmicutes,Desmospora
Firmicutes,Desnuesiella
Firmicutes,Desulfitibacter
Firmicutes,Desulfitispora
Firmicutes,Desulfitobacterium
Firmicutes,Desulfocucumis
Firmicutes,Desulfonispora
Firmicutes,Desulfopertinax
Firmicutes,Desulforudis
Firmicutes,Desulfosporomusa
Firmicutes,Desulfosporosinus
Firmicutes,Desulfothermobacter
Firmicutes,Desulfotomaculum
Firmicutes,Desulfovirgula
Firmicutes,Desulfuribacillus
Firmicutes,Desulfurispora
Firmicutes,Dethiobacter
Firmicutes,Dethiosulfatibacter
Firmicutes,Dialister
Firmicutes,Dichloromethanomonas
Firmicutes,Dielma
Firmicutes,Dolosicoccus
Firmicutes,Dolosigranulum
Firmicutes,Domibacillus
Firmicutes,Dorea
Firmicutes,Drancourtella
Firmicutes,Dubosiella
Firmicutes,Edaphobacillus
Firmicutes,Effusibacillus
Firmicutes,Eggerthia
Firmicutes,Eisenbergiella
Firmicutes,Emergencia
Firmicutes,Enterococcus
Firmicutes,Epulopiscium
Firmicutes,Ercella
Firmicutes,Eremococcus
Firmicutes,Erysipelatoclostridium
Firmicutes,Erysipelothrix
Firmicutes,Ethanoligenens
Firmicutes,Eubacterium
Firmicutes,Exiguobacterium
Firmicutes,Extibacter
Firmicutes,Ezakiella
Firmicutes,Facklamia
Firmicutes,Faecalibacterium
Firmicutes,Faecalibaculum
Firmicutes,Faecalicatena
Firmicutes,Faecalicoccus
Firmicutes,Faecalimonas
Firmicutes,Faecalitalea
Firmicutes,Falcatimonas
Firmicutes,Falsibacillus
Firmicutes,Fastidiosipila
Firmicutes,Fenollaria
Firmicutes,Fermentibacillus
Firmicutes,Fervidicella
Firmicutes,Fervidicola
Firmicutes,Fictibacillus
Firmicutes,Filibacter
Firmicutes,Filifactor
Firmicutes,Filobacillus
Firmicutes,Finegoldia
Firmicutes,Flavonifractor
Firmicutes,Flintibacter
Firmicutes,Floricoccus
Firmicutes,Fontibacillus
Firmicutes,Fonticella
Firmicutes,Fournierella
Firmicutes,Frackibacter
Firmicutes,Frisingicoccus
Firmicutes,Fructobacillus
Firmicutes,Fuchsiella
Firmicutes,Fusibacter
Firmicutes,Fusicatenibacter
Firmicutes,Gallicola
Firmicutes,Garciella
Firmicutes,Gelria
Firmicutes,Gemella
Firmicutes,Gemmiger
Firmicutes,Geobacillus
Firmicutes,Geomicrobium
Firmicutes,Geosporobacter
Firmicutes,Geothermomicrobium
Firmicutes,Globicatella
Firmicutes,Glucerabacter
Firmicutes,Gorbachella
Firmicutes,Gorillibacterium
Firmicutes,Gottschalkia
Firmicutes,Gracilibacillus
Firmicutes,Gracilibacter
Firmicutes,Granulicatella
Firmicutes,Guggenheimella
Firmicutes,Halalkalibacillus
Firmicutes,Halanaerobacter
Firmicutes,Halanaerobaculum
Firmicutes,Halanaerobium
Firmicutes,Halanaerocella
Firmicutes,Halarsenatibacter
Firmicutes,Halobacillus
Firmicutes,Halobacteroides
Firmicutes,Halocella
Firmicutes,Haloimpatiens
Firmicutes,Halolactibacillus
Firmicutes,Halonatronum
Firmicutes,Halothermothrix
Firmicutes,Harryflintia
Firmicutes,Hathewaya
Firmicutes,Hazenella
Firmicutes,Helcococcus
Firmicutes,Heliobacillus
Firmicutes,Heliobacterium
Firmicutes,Helioclostridium
Firmicutes,Heliomonas
Firmicutes,Heliophilum
Firmicutes,Heliorestis
Firmicutes,Herbinix
Firmicutes,Herbivorax
Firmicutes,Hespellia
Firmicutes,Holdemanella
Firmicutes,Holdemania
Firmicutes,Howardella
Firmicutes,Hungatella
Firmicutes,Hydrogenibacillus
Firmicutes,Hydrogenispora
Firmicutes,Hydrogenoanaerobacterium
Firmicutes,Ignavigranum
Firmicutes,Ihubacter
Firmicutes,Ileibacterium
Firmicutes,Inediibacterium
Firmicutes,Intestinibacillus
Firmicutes,Intestinibacter
Firmicutes,Intestinimonas
Firmicutes,Irregularibacter
Firmicutes,Isobaculum
Firmicutes,Jeotgalibaca
Firmicutes,Jeotgalibacillus
Firmicutes,Jeotgalicoccus
Firmicutes,Jilinibacillus
Firmicutes,Johnsonella
Firmicutes,Kallipyga
Firmicutes,Kandleria
Firmicutes,Keratinibaculum
Firmicutes,Khelaifiella
Firmicutes,Khoudiadiopia
Firmicutes,Kineothrix
Firmicutes,Kroppenstedtia
Firmicutes,Kurthia
Firmicutes,Kyrpidia
Firmicutes,Laceyella
Firmicutes,Lachnoanaerobaculum
Firmicutes,Lachnobacterium
Firmicutes,Lachnoclostridium
Firmicutes,Lachnospira
Firmicutes,Lachnotalea
Firmicutes,Lacticigenium
Firmicutes,Lactobacillus
Firmicutes,Lactococcus
Firmicutes,Lactomassilus
Firmicutes,Lactonifactor
Firmicutes,Lagierella
Firmicutes,Lawsonibacter
Firmicutes,Lentibacillus
Firmicutes,Leuconostoc
Firmicutes,Levyella
Firmicutes,Lihuaxuella
Firmicutes,Limnochorda
Firmicutes,Linmingia
Firmicutes,Listeria
Firmicutes,Longibaculum
Firmicutes,Longicatena
Firmicutes,Lutispora
Firmicutes,Lysinibacillus
Firmicutes,Macrococcus
Firmicutes,Mageeibacillus
Firmicutes,Mahella
Firmicutes,Maledivibacter
Firmicutes,Marasmitruncus
Firmicutes,Marinibacillus
Firmicutes,Marinicrinis
Firmicutes,Marinilactibacillus
Firmicutes,Marininema
Firmicutes,Marinisporobacter
Firmicutes,Marinithermofilum
Firmicutes,Marinococcus
Firmicutes,Marseillibacter
Firmicutes,Marvinbryantia
Firmicutes,Massilibacillus
Firmicutes,Massilibacterium
Firmicutes,Massilimaliae
Firmicutes,Massilioclostridium
Firmicutes,Massiliomicrobiota
Firmicutes,Mechercharimyces
Firmicutes,Megamonas
Firmicutes,Megasphaera
Firmicutes,Melghiribacillus
Firmicutes,Melghirimyces
Firmicutes,Melissococcus
Firmicutes,Merdibacter
